2023-05-06 00:00:00,reversed,7
2023-05-06 00:00:00,approved,9
2023-05-06 00:00:00,processing,12
2023-05-06 00:00:00,denied,3
2023-05-06 00:00:00,backend_reversed,2
2023-05-06 00:01:00,approved,16
2023-05-06 00:01:00,backend_reversed,1
2023-05-06 00:01:00,reversed,2
2023-05-06 00:01:00,processing,2
2023-05-06 00:01:00,denied,12
2023-05-06 00:02:00,reversed,5
2023-05-06 00:02:00,backend_reversed,3
2023-05-06 00:02:00,processing,5
2023-05-06 00:02:00,approved,5
2023-05-06 00:02:00,denied,4
2023-05-06 00:03:00,denied,2
2023-05-06 00:03:00,backend_reversed,2
2023-05-06 00:03:00,approved,6
2023-05-06 00:03:00,processing,4
2023-05-06 00:03:00,reversed,9
2023-05-06 00:04:00,processing,2
2023-05-06 00:04:00,reversed,10
2023-05-06 00:04:00,backend_reversed,3
2023-05-06 00:04:00,approved,12
2023-05-06 00:04:00,denied,4
2023-05-06 00:05:00,approved,27
2023-05-06 00:05:00,reversed,4
2023-05-06 00:05:00,denied,6
2023-05-06 00:06:00,approved,22
2023-05-06 00:06:00,reversed,1
2023-05-06 00:06:00,denied,4
2023-05-06 00:07:00,processing,1
2023-05-06 00:07:00,backend_reversed,2
2023-05-06 00:07:00,denied,2
2023-05-06 00:07:00,approved,11
2023-05-06 00:07:00,reversed,3
2023-05-06 00:08:00,processing,6
2023-05-06 00:08:00,reversed,2
2023-05-06 00:08:00,backend_reversed,3
2023-05-06 00:08:00,approved,5
2023-05-06 00:09:00,approved,3
2023-05-06 00:09:00,reversed,9
2023-05-06 00:09:00,denied,1
2023-05-06 00:09:00,backend_reversed,5
2023-05-06 00:09:00,processing,5
2023-05-06 00:10:00,denied,1
2023-05-06 00:10:00,processing,5
2023-05-06 00:10:00,reversed,1
2023-05-06 00:10:00,backend_reversed,10
2023-05-06 00:11:00,backend_reversed,4
2023-05-06 00:11:00,approved,2
2023-05-06 00:11:00,processing,2
2023-05-06 00:11:00,denied,1
2023-05-06 00:11:00,reversed,8
2023-05-06 00:12:00,approved,14
2023-05-06 00:12:00,processing,4
2023-05-06 00:12:00,denied,8
2023-05-06 00:12:00,refunded,1
2023-05-06 00:12:00,backend_reversed,3
2023-05-06 00:12:00,reversed,8
2023-05-06 00:13:00,approved,33
2023-05-06 00:13:00,denied,5
2023-05-06 00:14:00,approved,17
2023-05-06 00:14:00,denied,4
2023-05-06 00:15:00,approved,12
2023-05-06 00:15:00,reversed,1
2023-05-06 00:15:00,denied,5
2023-05-06 00:16:00,refunded,1
2023-05-06 00:16:00,denied,2
2023-05-06 00:16:00,reversed,3
2023-05-06 00:16:00,approved,10
2023-05-06 00:17:00,reversed,6
2023-05-06 00:17:00,denied,2
2023-05-06 00:17:00,approved,13
2023-05-06 00:17:00,refunded,1
2023-05-06 00:18:00,approved,18
2023-05-06 00:18:00,denied,1
2023-05-06 00:19:00,approved,16
2023-05-06 00:20:00,denied,3
2023-05-06 00:20:00,approved,11
2023-05-06 00:21:00,approved,17
2023-05-06 00:21:00,reversed,1
2023-05-06 00:21:00,denied,5
2023-05-06 00:22:00,approved,15
2023-05-06 00:22:00,denied,7
2023-05-06 00:23:00,denied,5
2023-05-06 00:23:00,approved,17
2023-05-06 00:24:00,refunded,1
2023-05-06 00:24:00,approved,15
2023-05-06 00:24:00,denied,7
2023-05-06 00:25:00,approved,10
2023-05-06 00:25:00,denied,3
2023-05-06 00:25:00,reversed,1
2023-05-06 00:26:00,approved,6
2023-05-06 00:27:00,approved,11
2023-05-06 00:28:00,approved,10
2023-05-06 00:28:00,denied,4
2023-05-06 00:29:00,approved,16
2023-05-06 00:29:00,denied,2
2023-05-06 00:30:00,denied,3
2023-05-06 00:30:00,approved,6
2023-05-06 00:31:00,approved,10
2023-05-06 00:31:00,denied,3
2023-05-06 00:32:00,approved,7
2023-05-06 00:33:00,denied,2
2023-05-06 00:33:00,approved,8
2023-05-06 00:34:00,denied,2
2023-05-06 00:34:00,approved,11
2023-05-06 00:35:00,approved,8
2023-05-06 00:36:00,denied,2
2023-05-06 00:36:00,approved,7
2023-05-06 00:36:00,reversed,1
2023-05-06 00:37:00,denied,1
2023-05-06 00:37:00,approved,12
2023-05-06 00:38:00,approved,3
2023-05-06 00:38:00,denied,3
2023-05-06 01:38:00,approved,2
2023-05-06 01:39:00,approved,5
2023-05-06 01:40:00,approved,5
2023-05-06 01:40:00,denied,1
2023-05-06 01:41:00,reversed,1
2023-05-06 01:41:00,approved,1
2023-05-06 01:42:00,reversed,1
2023-05-06 01:42:00,approved,2
2023-05-06 01:43:00,reversed,1
2023-05-06 01:43:00,approved,4
2023-05-06 01:43:00,refunded,1
2023-05-06 01:44:00,reversed,1
2023-05-06 01:44:00,approved,3
2023-05-06 01:45:00,approved,4
2023-05-06 01:46:00,approved,3
2023-05-06 01:46:00,reversed,1
2023-05-06 01:47:00,approved,5
2023-05-06 01:48:00,approved,2
2023-05-06 01:49:00,approved,1
2023-05-06 01:50:00,approved,3
2023-05-06 01:52:00,approved,4
2023-05-06 01:53:00,approved,1
2023-05-06 01:54:00,denied,1
2023-05-06 01:55:00,approved,1
2023-05-06 01:56:00,approved,2
2023-05-06 01:56:00,denied,1
2023-05-06 01:57:00,approved,4
2023-05-06 01:58:00,approved,1
2023-05-06 02:00:00,approved,3
2023-05-06 02:01:00,approved,2
2023-05-06 02:02:00,approved,1
2023-05-06 02:03:00,approved,4
2023-05-06 02:04:00,approved,3
2023-05-06 02:05:00,approved,3
2023-05-06 02:05:00,denied,1
2023-05-06 02:06:00,approved,2
2023-05-06 02:07:00,denied,1
2023-05-06 02:07:00,approved,2
2023-05-06 02:08:00,approved,1
2023-05-06 02:09:00,approved,2
2023-05-06 02:10:00,approved,1
2023-05-06 02:11:00,approved,2
2023-05-06 02:11:00,reversed,1
2023-05-06 02:12:00,approved,1
2023-05-06 02:14:00,denied,1
2023-05-06 02:15:00,approved,4
2023-05-06 02:15:00,denied,1
2023-05-06 02:17:00,approved,3
2023-05-06 02:18:00,approved,1
2023-05-06 02:19:00,approved,1
2023-05-06 02:20:00,approved,2
2023-05-06 02:21:00,approved,1
2023-05-06 02:22:00,approved,2
2023-05-06 02:23:00,approved,3
2023-05-06 02:24:00,approved,1
2023-05-06 02:25:00,approved,2
2023-05-06 02:26:00,approved,1
2023-05-06 02:27:00,approved,3
2023-05-06 02:28:00,approved,1
2023-05-06 02:29:00,approved,1
2023-05-06 02:30:00,approved,2
2023-05-06 02:31:00,approved,1
2023-05-06 02:32:00,approved,3
2023-05-06 02:33:00,approved,5
2023-05-06 02:35:00,approved,1
2023-05-06 02:36:00,approved,1
2023-05-06 02:37:00,denied,1
2023-05-06 02:37:00,approved,2
2023-05-06 02:38:00,denied,1
2023-05-06 02:39:00,approved,1
2023-05-06 02:40:00,approved,3
2023-05-06 02:41:00,approved,2
2023-05-06 02:42:00,approved,1
2023-05-06 02:43:00,approved,1
2023-05-06 02:44:00,approved,2
2023-05-06 02:45:00,approved,1
2023-05-06 02:46:00,approved,1
2023-05-06 02:47:00,approved,1
2023-05-06 02:48:00,approved,1
2023-05-06 02:49:00,approved,4
2023-05-06 02:50:00,approved,1
2023-05-06 02:51:00,approved,2
2023-05-06 02:52:00,approved,2
2023-05-06 02:53:00,approved,1
2023-05-06 02:54:00,denied,1
2023-05-06 02:56:00,approved,1
2023-05-06 02:58:00,denied,1
2023-05-06 02:58:00,approved,2
2023-05-06 03:01:00,denied,1
2023-05-06 03:02:00,approved,1
2023-05-06 03:03:00,approved,3
2023-05-06 03:03:00,denied,2
2023-05-06 03:06:00,approved,1
2023-05-06 03:07:00,approved,1
2023-05-06 03:07:00,denied,1
2023-05-06 03:08:00,approved,1
2023-05-06 03:09:00,denied,2
2023-05-06 03:10:00,denied,1
2023-05-06 03:14:00,approved,1
2023-05-06 03:15:00,approved,1
2023-05-06 03:17:00,denied,1
2023-05-06 03:17:00,approved,1
2023-05-06 03:18:00,denied,1
2023-05-06 03:20:00,approved,2
2023-05-06 03:24:00,denied,2
2023-05-06 03:26:00,denied,1
2023-05-06 03:28:00,approved,1
2023-05-06 03:29:00,approved,1
2023-05-06 03:30:00,approved,1
2023-05-06 03:33:00,denied,1
2023-05-06 03:33:00,approved,2
2023-05-06 03:34:00,denied,1
2023-05-06 03:34:00,approved,2
2023-05-06 03:34:00,reversed,1
2023-05-06 03:35:00,approved,6
2023-05-06 03:36:00,approved,1
2023-05-06 03:37:00,backend_reversed,1
2023-05-06 03:37:00,approved,1
2023-05-06 03:38:00,backend_reversed,1
2023-05-06 03:38:00,approved,2
2023-05-06 03:39:00,approved,2
2023-05-06 03:39:00,denied,1
2023-05-06 03:40:00,approved,2
2023-05-06 03:40:00,denied,1
2023-05-06 03:41:00,denied,1
2023-05-06 03:42:00,approved,2
2023-05-06 03:42:00,denied,2
2023-05-06 03:43:00,denied,3
2023-05-06 03:43:00,approved,1
2023-05-06 03:44:00,reversed,1
2023-05-06 03:44:00,approved,2
2023-05-06 03:45:00,approved,1
2023-05-06 03:46:00,denied,3
2023-05-06 03:47:00,backend_reversed,1
2023-05-06 03:47:00,approved,2
2023-05-06 03:48:00,approved,2
2023-05-06 03:49:00,approved,2
2023-05-06 03:50:00,denied,2
2023-05-06 03:50:00,reversed,1
2023-05-06 03:50:00,approved,3
2023-05-06 03:51:00,approved,2
2023-05-06 03:52:00,denied,1
2023-05-06 03:52:00,approved,1
2023-05-06 03:53:00,denied,1
2023-05-06 03:53:00,approved,1
2023-05-06 03:54:00,approved,1
2023-05-06 03:55:00,approved,2
2023-05-06 03:57:00,approved,1
2023-05-06 03:58:00,approved,2
2023-05-06 04:03:00,approved,1
2023-05-06 04:03:00,denied,1
2023-05-06 04:06:00,approved,2
2023-05-06 04:11:00,approved,2
2023-05-06 04:12:00,approved,1
2023-05-06 04:13:00,denied,1
2023-05-06 04:13:00,approved,1
2023-05-06 04:14:00,approved,1
2023-05-06 04:15:00,approved,2
2023-05-06 04:18:00,approved,2
2023-05-06 04:19:00,approved,2
2023-05-06 04:20:00,approved,2
2023-05-06 04:22:00,approved,1
2023-05-06 04:23:00,approved,1
2023-05-06 04:28:00,approved,2
2023-05-06 04:28:00,denied,1
2023-05-06 04:29:00,approved,1
2023-05-06 04:31:00,approved,1
2023-05-06 04:33:00,approved,1
2023-05-06 04:41:00,approved,3
2023-05-06 04:42:00,approved,2
2023-05-06 04:43:00,approved,1
2023-05-06 04:44:00,approved,1
2023-05-06 04:46:00,approved,1
2023-05-06 04:47:00,approved,2
2023-05-06 04:48:00,approved,1
2023-05-06 04:49:00,approved,1
2023-05-06 04:52:00,approved,1
2023-05-06 04:55:00,approved,1
2023-05-06 04:56:00,approved,1
2023-05-06 04:58:00,approved,2
2023-05-06 05:00:00,approved,1
2023-05-06 05:01:00,approved,3
2023-05-06 05:02:00,approved,2
2023-05-06 05:04:00,approved,1
2023-05-06 05:05:00,approved,1
2023-05-06 05:06:00,denied,1
2023-05-06 05:06:00,approved,2
2023-05-06 05:07:00,denied,1
2023-05-06 05:07:00,approved,1
2023-05-06 05:08:00,approved,1
2023-05-06 05:09:00,approved,1
2023-05-06 05:10:00,denied,1
2023-05-06 05:12:00,approved,1
2023-05-06 05:12:00,denied,1
2023-05-06 05:13:00,approved,2
2023-05-06 05:13:00,denied,1
2023-05-06 05:14:00,approved,1
2023-05-06 05:15:00,denied,1
